"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Variovorax_sp._RKNM96"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-1.16460356402736	0.0656693837795329	0.457270045478593	0.0564063084126416	0.911178828204211	0.109630945196541	0.968549380519774	NA	"abundance"	16	7
"Variovorax_sp._SRS16"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.907824171967685	0.0656693837795329	0.32636685757907	0.0129304889528601	0.911178828204211	0.0256937803611602	0.968549380519774	NA	"abundance"	16	15
"Bradyrhizobium_sp._WD16"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-2.45673620776344	0	1.25602324694399	0.0504693994398698	0.911178828204211	0.0983916385999185	0.968549380519774	NA	"prevalence"	16	6
"cyanobacterium_endosymbiont_of_Epithemia_turgida"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	14.7050576890063	0	6.83581209225856	0.0314620477248969	0.911178828204211	0.0619342350027502	0.968549380519774	NA	"prevalence"	16	13
"Janthinobacterium_sp._1_2014MBL_MicDiv"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-2.45673620776896	0	1.25602324694402	0.050469399439358	0.911178828204211	0.0983916385989465	0.968549380519774	NA	"prevalence"	16	6
"Nostoc_sp._UHCC_0926"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	2.45673612696835	0	1.25602172245934	0.0504691273357568	0.911178828204211	0.0983911218574808	0.968549380519774	NA	"prevalence"	16	6
"Ralstonia_pseudosolanacearum"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-2.45673332209952	0	1.25602095238935	0.050469249141816	0.911178828204211	0.0983913531746934	0.968549380519774	NA	"prevalence"	16	6
"Sphingomonas_radiodurans"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-2.45673513908408	0	1.25602183971709	0.0504692415066627	0.911178828204211	0.0983913386750676	0.968549380519774	NA	"prevalence"	16	10
"Sphingomonas_sp._QA11"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.629309593171389	0.0656693837795329	0.267728758512678	0.0612960630218444	0.953494313673134	0.0612960630218444	0.968549380519774	NA	"abundance"	16	16
"Acinetobacter_baumannii"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.0869405802450167	0.0656693837795329	0.0484648396274102	0.088472635139449	1	0.088472635139449	0.968549380519774	NA	"abundance"	16	16
"Aminobacter_sp._SR38"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.0509443168132305	0.0656693837795329	0.135124177540586	0.489886969757571	1	0.502192584011205	0.968549380519774	NA	"abundance"	16	6
"Aquisediminimonas_profunda"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.580073611619229	0.0656693837795329	0.57108759604851	0.309145308263055	1	0.520988655946239	0.968549380519774	NA	"abundance"	16	8
"Bartonella_apihabitans"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.28098570846988	0.0656693837795329	0.817190106364552	0.808941568353305	1	0.823771087353042	1	NA	"abundance"	16	5
"Bartonella_australis"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.330215237731491	0.0656693837795329	0.32539604285962	0.352080766572792	1	0.257927296054133	0.968549380519774	NA	"abundance"	16	5
"Bradyrhizobium_sp._WD16"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.313267782029004	0.0656693837795329	1.07312247205035	0.741508881297915	1	0.0983916385999185	0.968549380519774	NA	"abundance"	16	6
"Brevundimonas_albigilva"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.117504666016848	0.0656693837795329	0.399146435108244	0.670884651083026	1	0.843556399231345	1	NA	"abundance"	16	7
"Brevundimonas_diminuta"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.261382450504626	0.0656693837795329	0.0759800542798388	0.306802863110566	1	0.442319159894213	0.968549380519774	NA	"abundance"	16	4
"Brevundimonas_mediterranea"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.406043905316468	0.0656693837795329	0.38314868072333	0.401470503786314	1	0.257927296054135	0.968549380519774	NA	"abundance"	16	11
"Brevundimonas_nasdae"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.0254421538740991	0.0656693837795329	0.192048292156597	0.667121690313895	1	0.520988144036275	0.968549380519774	NA	"abundance"	16	8
"Brevundimonas_sp._DS20"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.269571683498654	0.0656693837795329	0.315888878739085	0.322433686910173	1	0.540903891365858	0.992254158333395	NA	"abundance"	16	12
"Brevundimonas_sp._GW460-12-10-14-LB2"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.315502497335399	0.0656693837795329	0.370430872500437	0.517032342917994	1	0.766742242212718	1	NA	"abundance"	16	15
"Brevundimonas_sp._PAMC22021"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.19965642020065	0.0656693837795329	0.14463219643912	0.412729803129166	1	0.412729803129166	0.968549380519774	NA	"abundance"	16	16
"Brevundimonas_vitisensis"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.103881633148144	0.0656693837795329	0.196613786543675	0.454340555512702	1	0.702255770641814	1	NA	"abundance"	16	7
"Brucella_abortus"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.408468363694756	0.0656693837795329	1.12964799060029	0.715080604816249	1	0.442319159896384	0.968549380519774	NA	"abundance"	16	4
"Brucella_intermedia"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.997988179859277	0.0656693837795329	0.470275500731769	0.110451991521154	1	0.208704340611319	0.968549380519774	NA	"abundance"	16	6
"Brucella_pseudintermedia"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.0542590252490385	0.0656693837795329	0.451166013972013	0.80364866054351	1	0.479751523055503	0.968549380519774	NA	"abundance"	16	6
"Brucella_sp._JSBI001"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.157308860109983	0.0656693837795329	0.272944184679282	0.466258207433238	1	0.71511969886762	1	NA	"abundance"	16	7
"Brucella_suis"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.0514099324037751	0.0656693837795329	0.562827925916601	0.980584433371475	1	0.999623035772493	1	NA	"abundance"	16	8
"Burkholderia_contaminans"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	1.0903375580984	0.0656693837795329	0.671121026106709	0.188235313039525	1	0.242963636946219	0.968549380519774	NA	"abundance"	16	7
"Burkholderia_lata"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.0124119795928161	0.0656693837795329	0.790386667064206	0.951670090373223	1	0.257927296054133	0.968549380519774	NA	"abundance"	16	5
"Calothrix_sp._PCC_7507"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.569512882422827	0.0656693837795329	0.515020825287517	0.351125968645347	1	0.578962491433561	1	NA	"abundance"	16	13
"Chroococcidiopsis_sp._CCNUC1"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.496546844497287	0.0656693837795329	0.475899558796059	0.408495701903414	1	0.650122665333266	1	NA	"abundance"	16	7
"Clostridioides_difficile"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.934627029334419	0.0656693837795329	0.615070706415855	0.253836156824746	1	0.443239519137935	0.968549380519774	NA	"abundance"	16	5
"Comamonas_thiooxydans"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.16224954329756	0.0656693837795329	0.275811239009764	0.451956541874652	1	0.520907068846717	0.968549380519774	NA	"abundance"	16	8
"Cutibacterium_acnes"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.363393037968898	0.0656693837795329	0.425399352898185	0.498043128815059	1	0.498043128815059	0.968549380519774	NA	"abundance"	16	16
"Cutibacterium_granulosum"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.23270472402672	0.0656693837795329	0.989781410307995	0.772953577435818	1	0.52098865593203	0.968549380519774	NA	"abundance"	16	8
"cyanobacterium_endosymbiont_of_Epithemia_turgida"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.0979261547479927	0.0656693837795329	0.373374631830357	0.933256829545644	1	0.0619342350027502	0.968549380519774	NA	"abundance"	16	13
"Delftia_acidovorans"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.377210991423265	0.0656693837795329	0.526507717277358	0.565201265674534	1	0.810950060628973	1	NA	"abundance"	16	15
"Delftia_lacustris"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.477207557506336	0.0656693837795329	0.706024620901784	0.570395339637303	1	0.632802893983138	1	NA	"abundance"	16	14
"Delftia_sp._Cs1-4"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.437036276848015	0.0656693837795329	1.17225888304398	0.766857624274516	1	0.46302332257346	0.968549380519774	NA	"abundance"	16	6
"Delftia_tsuruhatensis"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.153951071901869	0.0656693837795329	0.722556017982961	0.766950759518644	1	0.374909246697421	0.968549380519774	NA	"abundance"	16	12
"Dolichospermum_flos-aquae"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.0630870541326355	0.0656693837795329	0.521639669200289	0.813108808593194	1	0.431888681728223	0.968549380519774	NA	"abundance"	16	8
"Enhydrobacter_sp."	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.44293935477085	0.0656693837795329	1.6091717994449	0.825835717457023	1	0.96966680268629	1	NA	"abundance"	16	6
"Escherichia_albertii"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.344871426970087	0.0656693837795329	0.410851705334776	0.339477877938885	1	0.339477877938885	0.968549380519774	NA	"abundance"	16	16
"Escherichia_coli"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.0924586322913879	0.0656693837795329	0.0496441160653293	0.752661097885484	1	0.752661097885484	1	NA	"abundance"	16	16
"Escherichia_fergusonii"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.0680866299379437	0.0656693837795329	0.391777635618833	0.74364859819487	1	0.934283958792545	1	NA	"abundance"	16	10
"Fischerella_sp._JS2"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.357369391858981	0.0656693837795329	0.752580480333592	0.708350318810665	1	0.914940463462159	1	NA	"abundance"	16	10
"Fischerella_sp._NIES-3754"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.384583551451559	0.0656693837795329	0.400029239563244	0.442387188252787	1	0.442387188252787	0.968549380519774	NA	"abundance"	16	16
"Gloeocapsa_sp._PCC_7428"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.412483904517111	0.0656693837795329	0.734598083466899	0.653165570600262	1	0.520907068843926	0.968549380519774	NA	"abundance"	16	8
"Halotia_branconii"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.457202691107239	0.0656693837795329	0.480741270363598	0.437594585742357	1	0.257927296054133	0.968549380519774	NA	"abundance"	16	11
"Intestinibacter_bartlettii"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.775611371002558	0.0656693837795329	0.499650175199168	0.144753919620848	1	0.268554141996098	0.968549380519774	NA	"abundance"	16	9
"Janthinobacterium_agaricidamnosum"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.873945754855436	0.0656693837795329	1.350695472092	0.536247188077603	1	0.257927296054133	0.968549380519774	NA	"abundance"	16	5
"Janthinobacterium_lividum"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.235818234476914	0.0656693837795329	0.785177585274546	0.836878895127681	1	0.242963636946312	0.968549380519774	NA	"abundance"	16	7
"Janthinobacterium_sp._1_2014MBL_MicDiv"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.996793427609664	0.0656693837795329	1.40144339042365	0.54229442162335	1	0.0983916385989465	0.968549380519774	NA	"abundance"	16	6
"Janthinobacterium_svalbardensis"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	1.0551955660753	0.0656693837795329	0.870011342755469	0.318821011631094	1	0.46302332257346	0.968549380519774	NA	"abundance"	16	6
"Klebsiella_quasipneumoniae"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.0855049649324507	0.0656693837795329	0.0735507372332302	0.153044113211062	1	0.153044113211062	0.968549380519774	NA	"abundance"	16	16
"Mesorhizobium_sp._L-8-10"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	1.44063800351346	0.0656693837795329	0.258288144332174	0.119692869550122	1	0.225059356079102	0.968549380519774	NA	"abundance"	16	4
"Methylobacterium_aquaticum"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.54172151073638	0.0656693837795329	1.65866487425029	0.785294682909485	1	0.850874544542102	1	NA	"abundance"	16	7
"Methylobacterium_bullatum"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.618247167223904	0.0656693837795329	0.597625545224031	0.336764836587253	1	0.560119118012866	1	NA	"abundance"	16	5
"Methylobacterium_durans"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.572594627222655	0.0656693837795329	0.491395219191043	0.419580047319231	1	0.663112678530054	1	NA	"abundance"	16	4
"Methylobacterium_indicum"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.399422098339571	0.0656693837795329	0.779299641289269	0.685871540844745	1	0.274372376906099	0.968549380519774	NA	"abundance"	16	7
"Methylobacterium_organophilum"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.407740871495586	0.0656693837795329	0.320884876963524	0.403832212213782	1	0.442310617920929	0.968549380519774	NA	"abundance"	16	4
"Methylobacterium_sp._FF17"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.981149969424809	0.0656693837795329	1.03191517018602	0.349498875298326	1	0.576848286761857	1	NA	"abundance"	16	8
"Methylorubrum_extorquens"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	1.41198127538424	0.0656693837795329	1.25598500890327	0.334576391874003	1	0.55721142174858	1	NA	"abundance"	16	7
"Neotabrizicola_shimadae"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.118086873184784	0.0656693837795329	0.72386061086008	0.822267044310323	1	0.823771087300914	1	NA	"abundance"	16	5
"Nitratireductor_rhodophyticola"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.552217792947692	0.0656693837795329	0.393168468172462	0.266988636499069	1	0.462694340978506	0.968549380519774	NA	"abundance"	16	8
"Nodularia_sphaerocarpa"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.192126108702781	0.0656693837795329	0.46356756223282	0.617627687536333	1	0.823804528128798	1	NA	"abundance"	16	5
"Nodularia_spumigena"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.373986813073661	0.0656693837795329	0.388912026882279	0.282103375472901	1	0.282103375472901	0.968549380519774	NA	"abundance"	16	16
"Nostoc_sp._MS1"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.373360915556945	0.0656693837795329	0.201441170481183	0.176405628424296	1	0.321692311108821	0.968549380519774	NA	"abundance"	16	13
"Nostoc_sp._NIES-3756"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.0934243328187674	0.0656693837795329	0.476071419642592	0.75525542135654	1	0.850874605269234	1	NA	"abundance"	16	7
"Nostoc_sp._PCC_7107"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.437028229863025	0.0656693837795329	0.339714432696442	0.341978334243702	1	0.567007487395307	1	NA	"abundance"	16	7
"Nostoc_sp._PCC_7120_=_FACHB-418"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.428226510652809	0.0656693837795329	0.679839604505109	0.617156246038068	1	0.796799231593406	1	NA	"abundance"	16	7
"Nostoc_sp._PCC_7524"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.516585047548392	0.0656693837795329	0.279434586223775	0.176936727905548	1	0.322566850129175	0.968549380519774	NA	"abundance"	16	7
"Nostoc_sp._UHCC_0302"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.288029571317152	0.0656693837795329	0.492292676143259	0.48866974185119	1	0.738541367101471	1	NA	"abundance"	16	13
"Nostoc_sp._UHCC_0926"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.415467753324654	0.0656693837795329	0.376371852859285	0.422860223320915	1	0.0983911218574808	0.968549380519774	NA	"abundance"	16	6
"Nostoc_sphaeroides"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.254698803064805	0.0656693837795329	0.898401943248795	0.841421302064185	1	0.843556398560668	1	NA	"abundance"	16	7
"Paracidovorax_citrulli"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.178236611306174	0.0656693837795329	0.27557720487936	0.755896620321153	1	0.442310617920934	0.968549380519774	NA	"abundance"	16	4
"Paraclostridium_sordellii"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.119897070232583	0.0656693837795329	0.0957451927325218	0.683375629979364	1	0.257927296054133	0.968549380519774	NA	"abundance"	16	5
"Peptostreptococcus_equinus"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.198323855927348	0.0656693837795329	1.41744695396678	0.877700559358567	1	0.985042846818793	1	NA	"abundance"	16	4
"Phyllobacterium_sp._A18/5-2"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.267934159352075	0.0656693837795329	0.801038336038003	0.804504260190845	1	0.804504260190845	1	NA	"abundance"	16	16
"Phyllobacterium_sp._T1018"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.811768155339862	0.0656693837795329	0.624990549132813	0.264156647886657	1	0.458534561150599	0.968549380519774	NA	"abundance"	16	12
"Phyllobacterium_sp._T1293"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.237382668193909	0.0656693837795329	0.61677905997439	0.785106158538185	1	0.785106158538185	1	NA	"abundance"	16	16
"Phyllobacterium_zundukense"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.524907514363485	0.0656693837795329	0.542859226679068	0.41659964092373	1	0.659644021029679	1	NA	"abundance"	16	14
"Ralstonia_pseudosolanacearum"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.395188508877902	0.0656693837795329	0.553957338883143	0.453531703207048	1	0.0983913531746934	0.968549380519774	NA	"abundance"	16	6
"Ralstonia_solanacearum"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.0913881903987397	0.0656693837795329	0.46794125939874	0.958769225033631	1	0.463023323552264	0.968549380519774	NA	"abundance"	16	6
"Ralstonia_sp._RRA.1"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-1.1285055185198	0.0656693837795329	0.679678334793568	0.105977929920405	1	0.200724538210597	0.968549380519774	NA	"abundance"	16	14
"Rhizobium_sp._32-5/1"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.101125863892656	0.0656693837795329	0.698087153791892	0.81568652412753	1	0.442328531068036	0.968549380519774	NA	"abundance"	16	12
"Rhizorhabdus_phycosphaerae"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.690659926215291	0.0656693837795329	0.345167425615413	0.113764739959137	1	0.214587063860304	0.968549380519774	NA	"abundance"	16	6
"Rhodococcus_sp._NBC_00297"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.420795046225169	0.0656693837795329	0.695633106058449	0.627483998507952	1	0.861231828632377	1	NA	"abundance"	16	8
"Rhodoferax_koreense"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.00166072139408054	0.0656693837795329	0.648703820157254	0.92421107519886	1	0.750715830746102	1	NA	"abundance"	16	11
"Richelia_sinica"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.489999563326745	0.0656693837795329	0.507886241578846	0.424363026637031	1	0.668642074897521	1	NA	"abundance"	16	13
"Rippkaea_orientalis"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.890109188892633	0.0656693837795329	0.620396112686672	0.214157331407156	1	0.382451300218877	0.968549380519774	NA	"abundance"	16	12
"Romboutsia_sp._CE17"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.37469043913858	0.0656693837795329	0.691734899098393	0.53891445759112	1	0.787400122581509	1	NA	"abundance"	16	12
"Shigella_flexneri"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.344237273864364	0.0656693837795329	0.343343701565661	0.441129310139325	1	0.687663552014653	1	NA	"abundance"	16	13
"Sphingobium_herbicidovorans"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.408971572282627	0.0656693837795329	0.593251614327889	0.438557528928336	1	0.684782351676944	1	NA	"abundance"	16	15
"Sphingobium_sp._KCTC_72723"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.056705729372825	0.0656693837795329	0.695548617493936	0.990513797598371	1	0.828295899502013	1	NA	"abundance"	16	5
"Sphingobium_sp._SYK-6"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.925293176783033	0.0656693837795329	0.755865342140997	0.327821490295333	1	0.442318416592458	0.968549380519774	NA	"abundance"	16	4
"Sphingobium_sp._V4"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.552315311295156	0.0656693837795329	0.490370405002213	0.256194062569637	1	0.242963636946906	0.968549380519774	NA	"abundance"	16	9
"Sphingomonas_aerolata"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	0.241709010366567	0.0656693837795329	0.521068840319563	0.766627667507824	1	0.257927296054133	0.968549380519774	NA	"abundance"	16	5
"Sphingomonas_aliaeris"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.993667795948415	0.0656693837795329	0.989147576029698	0.396206683448217	1	0.635433630887398	1	NA	"abundance"	16	4
"Sphingomonas_alpina"	"HOOD_BENCH"	"BENCH"	"HOOD_BENCHBENCH"	-0.00617752968660121	0.0656693837795329	0.475722894272942	0.884705596889349	1	0.246421208255616	0.968549380519774	NA	"abundance"	16	11
