"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Roseburia.hominis"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.589099434634324	0	0.0589714973039075	1.69328099552895e-23	2.20549849667646e-22	3.38656199105792e-23	2.59968435195917e-22	NA	"prevalence"	1595	1061
"Alistipes.putredinis"	"diagnosis"	"UC"	"diagnosisUC"	-1.62346323927256	0	0.169040186057579	7.68950489268639e-22	9.10507283884002e-21	1.53790097853729e-21	1.14683472970923e-20	NA	"prevalence"	1595	940
"Bacteroides.dorei"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.545970346126114	0	0.0568701733846028	7.97172321166668e-22	9.22948398506298e-21	1.59434464233334e-21	1.15589986569167e-20	NA	"prevalence"	1595	1048
"Alistipes.shahii"	"diagnosis"	"UC"	"diagnosisUC"	-1.44400464992662	0	0.15679433992146	3.27507877862227e-20	3.63045966736639e-19	6.55015755724453e-20	4.62051654713735e-19	NA	"prevalence"	1595	757
"Ruminococcus.bromii"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.604888099880464	0	0.0658670560025416	4.17420778417877e-20	4.53075469907737e-19	8.34841556835757e-20	5.73404332458244e-19	NA	"prevalence"	1595	512
"Sutterella.wadsworthensis"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.643004303087861	0	0.0700609895867018	4.40072662067615e-20	4.67913993749444e-19	8.80145324135229e-20	5.89020332305884e-19	NA	"prevalence"	1595	432
"Ruminococcus.lactaris"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.641752411499759	0	0.0710996215059059	1.77896289941422e-19	1.85367934118961e-18	3.55792579882845e-19	2.32154658373556e-18	NA	"prevalence"	1595	454
"Akkermansia.muciniphila"	"diagnosis"	"UC"	"diagnosisUC"	-1.31430787348285	0	0.148931063320118	1.09517357803245e-18	1.11879496893119e-17	2.1903471560649e-18	1.39434294569009e-17	NA	"prevalence"	1595	578
"Alistipes.shahii"	"diagnosis"	"CD"	"diagnosisCD"	-1.26640268140496	0	0.143645353588308	1.18435538274945e-18	1.18663298925474e-17	2.3687107654989e-18	1.47198454713146e-17	NA	"prevalence"	1595	757
"Bacteroides.faecis"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.512707465205333	0	0.059019792499023	3.7199590922983e-18	3.65678997563663e-17	7.43991818459659e-18	4.515857316697e-17	NA	"prevalence"	1595	604
"Clostridium.symbiosum"	"diagnosis"	"UC"	"diagnosisUC"	1.23930414405681	0	0.14404287795465	7.7175197651189e-18	7.44597740301286e-17	1.54350395302378e-17	9.15578481225472e-17	NA	"prevalence"	1595	801
"Bilophila.unclassified"	"diagnosis"	"UC"	"diagnosisUC"	-1.29206323942988	0	0.154354512994099	5.72520300486622e-17	5.42332866460964e-16	1.14504060097324e-16	6.64123548564481e-16	NA	"prevalence"	1595	885
"Ruminococcus.torques"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.961360514050966	0	0.115545564983975	8.78258817033274e-17	8.17094363704171e-16	1.75651763406655e-16	9.96632831502979e-16	NA	"prevalence"	1595	1514
"Bifidobacterium.adolescentis"	"diagnosis"	"CD"	"diagnosisCD"	-1.10921422662567	0	0.133677755687002	1.06170945775538e-16	9.70439697351849e-16	2.12341891551076e-16	1.1791751849964e-15	NA	"prevalence"	1595	555
"Ruminococcus.gnavus"	"dysbiosis"	"dysbiosis"	"dysbiosis"	1.13143723217671	0.00444581579379619	0.0863675061818583	4.44089209850063e-16	3.92153353104886e-15	4.44089209850063e-16	2.41473507855972e-15	NA	"abundance"	1595	970
"Alistipes.finegoldii"	"diagnosis"	"UC"	"diagnosisUC"	-1.21906735339168	0	0.151123383421392	7.2222331698891e-16	6.16849751067577e-15	1.44444663397782e-15	7.54001142936422e-15	NA	"prevalence"	1595	788
"Clostridium.bolteae"	"dysbiosis"	"dysbiosis"	"dysbiosis"	1.12901632966919	0.00444581579379619	0.0887921672351409	8.88178419700125e-16	7.4635638171575e-15	8.88178419700125e-16	4.73090954166801e-15	NA	"abundance"	1595	1138
"Roseburia.hominis"	"diagnosis"	"UC"	"diagnosisUC"	-1.39357525453002	0	0.174167348778077	1.23054757310409e-15	1.01764331045592e-14	2.46109514620819e-15	1.25950163364772e-14	NA	"prevalence"	1595	1061
"Parasutterella.excrementihominis"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.442722624590874	0	0.0563692755972988	4.03069304030886e-15	3.23075549846295e-14	8.06138608061771e-15	4.0461957058485e-14	NA	"prevalence"	1595	759
"Bifidobacterium.adolescentis"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.495763081492518	0	0.063465198266972	5.64782531935772e-15	4.45835907785662e-14	1.12956506387154e-14	5.56257512585795e-14	NA	"prevalence"	1595	555
"Eubacterium.ventriosum"	"diagnosis"	"CD"	"diagnosisCD"	-1.0553480348466	0	0.1357121344256	7.4634058208326e-15	5.71828593037322e-14	1.49268116416651e-14	7.21462562680481e-14	NA	"prevalence"	1595	627
"Alistipes.onderdonkii"	"diagnosis"	"UC"	"diagnosisUC"	-1.23955090967141	0	0.16063243595823	1.19388402146485e-14	9.01468949540848e-14	2.38776804292968e-14	1.13310447128118e-13	NA	"prevalence"	1595	896
"Ruminococcus.bromii"	"diagnosis"	"UC"	"diagnosisUC"	-1.16053107526843	0	0.153787069786214	4.47625616387052e-14	3.33161351625221e-13	8.95251232774085e-14	4.02863054748338e-13	NA	"prevalence"	1595	512
"Clostridium.hathewayi"	"dysbiosis"	"dysbiosis"	"dysbiosis"	1.1776451944535	0.00444581579379619	0.110861471546536	5.07371922253697e-14	3.69352042614282e-13	5.07371922253697e-14	2.36471556621812e-13	NA	"abundance"	1595	757
"Roseburia.hominis"	"diagnosis"	"CD"	"diagnosisCD"	-1.23209400142312	0	0.163641573057419	5.10428926453519e-14	3.69352042614282e-13	1.02085785290701e-13	4.51599829845304e-13	NA	"prevalence"	1595	1061
"Veillonella.parvula"	"dysbiosis"	"dysbiosis"	"dysbiosis"	1.09240040033279	0.00444581579379619	0.0957937059633596	5.51780843238703e-14	3.93805231955293e-13	5.51780843238703e-14	2.52657544009301e-13	NA	"abundance"	1595	853
"Ruminococcus.callidus"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.587826015739495	0	0.0782206073364283	5.69212146688012e-14	4.00756119492506e-13	1.13842429337599e-13	4.95214567618556e-13	NA	"prevalence"	1595	323
"Odoribacter.splanchnicus"	"diagnosis"	"UC"	"diagnosisUC"	-1.17132039358221	0	0.157260977913109	9.45804663885937e-14	6.57018973179431e-13	1.89160932777178e-13	8.09360712374482e-13	NA	"prevalence"	1595	662
"Roseburia.inulinivorans"	"diagnosis"	"CD"	"diagnosisCD"	-1.15837781476321	0	0.15588282408908	1.07714127738719e-13	7.3840869147201e-13	2.15428255477427e-13	9.0688346257433e-13	NA	"prevalence"	1595	1074
"Burkholderiales.bacterium.1.1.47"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.417073352792425	0	0.0563415880853385	1.33559397944406e-13	9.03694108169292e-13	2.67118795888794e-13	1.10663501153929e-12	NA	"prevalence"	1595	731
"Veillonella.unclassified"	"dysbiosis"	"dysbiosis"	"dysbiosis"	1.08273388975783	0.00444581579379619	0.101816352518844	3.81583653563666e-13	2.54878312188039e-12	7.63167307127185e-13	3.11229167437805e-12	NA	"abundance"	1595	995
"Alistipes.putredinis"	"diagnosis"	"UC"	"diagnosisUC"	-1.52946798835392	0.313509098132665	0.223408346844704	8.74855743404623e-13	5.76961825713682e-12	1.53790097853729e-21	1.14683472970923e-20	NA	"abundance"	1595	940
"Coprobacillus.unclassified"	"diagnosis"	"UC"	"diagnosisUC"	1.29232013699816	0	0.182357936844936	1.37325120304972e-12	8.94329845986128e-12	2.74650240609754e-12	1.10282635075609e-11	NA	"prevalence"	1595	415
"Sutterella.wadsworthensis"	"diagnosis"	"UC"	"diagnosisUC"	-1.16808954925262	0	0.166932927736608	2.608331746229e-12	1.65724492656745e-11	5.21666349245119e-12	2.06295329019661e-11	NA	"prevalence"	1595	432
"Bacteroides.fragilis"	"diagnosis"	"CD"	"diagnosisCD"	2.12356229533335	-0.136918598118671	0.294147036973337	6.32294216984519e-12	3.96897936203536e-11	6.32294216984519e-12	2.46311627810387e-11	NA	"abundance"	1595	891
"Clostridium.symbiosum"	"dysbiosis"	"dysbiosis"	"dysbiosis"	1.00449531532189	0.00444581579379619	0.102393501850702	2.10146344770124e-11	1.30340768601469e-10	2.10146344770124e-11	8.06591117426503e-11	NA	"abundance"	1595	801
"Clostridium.leptum"	"diagnosis"	"CD"	"diagnosisCD"	-0.903740134892067	0	0.135136686902363	2.26859873696116e-11	1.39051757877267e-10	4.53719747387086e-11	1.7162442618555e-10	NA	"prevalence"	1595	812
"Coprobacter.fastidiosus"	"diagnosis"	"CD"	"diagnosisCD"	2.80102192340459	-0.136918598118671	0.388528983541248	2.57021071092822e-11	1.55706951208559e-10	5.14042142179037e-11	1.91664284441041e-10	NA	"abundance"	1595	177
"Bacteroides.finegoldii"	"diagnosis"	"CD"	"diagnosisCD"	-0.972190491242152	0	0.146031509882874	2.7870978996307e-11	1.66905517897425e-10	5.57419579918372e-11	2.04910577969993e-10	NA	"prevalence"	1595	400
"Clostridium.bolteae"	"diagnosis"	"UC"	"diagnosisUC"	1.01322798814409	0	0.153372186875276	3.93951894445517e-11	2.33237428416039e-10	7.87903788875512e-11	2.85615123467373e-10	NA	"prevalence"	1595	1138
"Bacteroides.intestinalis"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.615722659586974	0	0.0942502357260476	6.45297332605198e-11	3.77752708187987e-10	1.29059466516875e-10	4.61431791245267e-10	NA	"prevalence"	1595	193
"Parabacteroides.goldsteinii"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.6756567558506	0	0.107843193777006	3.72400861754424e-10	2.10892227145712e-09	7.44801723370165e-10	2.62693580810288e-09	NA	"prevalence"	1595	187
"Bacteroidales.bacterium.ph8"	"diagnosis"	"UC"	"diagnosisUC"	-1.03885433508596	0	0.167121869211587	5.09506296356885e-10	2.85433097206384e-09	1.01901259245417e-09	3.49950377145446e-09	NA	"prevalence"	1595	472
"Eubacterium.rectale"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.816994978171818	0.00444581579379619	0.0817052288536805	9.83665593423666e-10	5.45201887418862e-09	1.39545108602351e-44	2.42808488968091e-43	NA	"abundance"	1595	1318
"Klebsiella.pneumoniae"	"dysbiosis"	"dysbiosis"	"dysbiosis"	1.36080153512406	0.00444581579379619	0.180790691721929	1.00920649614977e-09	5.53470088941086e-09	1.00920649614977e-09	3.49950377145446e-09	NA	"abundance"	1595	171
"Bifidobacterium.pseudocatenulatum"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.511002074296826	0	0.0846314661972915	1.56067122825179e-09	8.46989281165816e-09	3.12134245406788e-09	1.04444920578425e-08	NA	"prevalence"	1595	230
"Bacteroides.massiliensis"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-1.55676925674265	0.00444581579379619	0.236389924257666	2.95224156232621e-09	1.5695080142571e-08	2.95224156232621e-09	1.00069486723005e-08	NA	"abundance"	1595	577
"Bacteroides.ovatus"	"diagnosis"	"CD"	"diagnosisCD"	1.24361528011971	-0.136918598118671	0.192411395535342	6.56904330931241e-09	3.45704198399168e-08	6.56904330931241e-09	2.17027886548169e-08	NA	"abundance"	1595	1319
"Parabacteroides.distasonis"	"diagnosis"	"CD"	"diagnosisCD"	1.74132476420037	-0.136918598118671	0.291324819759425	6.69564181876581e-09	3.48842938757699e-08	6.69564181876581e-09	2.18445314337234e-08	NA	"abundance"	1595	935
"Parasutterella.excrementihominis"	"diagnosis"	"CD"	"diagnosisCD"	1.44106943921563	-0.136918598118671	0.232855578022155	8.03692445927595e-09	4.14577984483443e-08	1.60738488539597e-08	5.05454765166686e-08	NA	"abundance"	1595	759
"Subdoligranulum.unclassified"	"diagnosis"	"UC"	"diagnosisUC"	-0.781985258460925	0.313509098132665	0.14455028961326	8.45338421484598e-09	4.317856054838e-08	8.45338421484598e-09	2.72386824700593e-08	NA	"abundance"	1595	1546
"Bacteroides.ovatus"	"diagnosis"	"UC"	"diagnosisUC"	1.70000187664036	0.313509098132665	0.209411052419442	1.2091628143196e-08	6.1162507403933e-08	1.2091628143196e-08	3.8486767626514e-08	NA	"abundance"	1595	1319
"Clostridium.leptum"	"diagnosis"	"UC"	"diagnosisUC"	-0.801801685223492	0	0.147169926012775	5.09006015340176e-08	2.50181258483238e-07	1.01801200477164e-07	3.08954806099299e-07	NA	"prevalence"	1595	812
"Flavonifractor.plautii"	"dysbiosis"	"dysbiosis"	"dysbiosis"	0.713281827387427	0.00444581579379619	0.0746076605321189	5.25598302658636e-08	2.55922164191729e-07	1.05119657769191e-07	3.15358973307574e-07	NA	"abundance"	1595	1068
"Collinsella.aerofaciens"	"diagnosis"	"UC"	"diagnosisUC"	1.67511758825293	0.313509098132665	0.216114385969151	5.57058786876397e-08	2.63843298147821e-07	1.11411754272134e-07	3.26724358034011e-07	NA	"abundance"	1595	835
"Alistipes.onderdonkii"	"diagnosis"	"CD"	"diagnosisCD"	-0.808351347609815	0	0.148777290164311	5.53219145108313e-08	2.63843298147821e-07	1.10643825961148e-07	3.26724358034011e-07	NA	"prevalence"	1595	896
"Coprobacillus.unclassified"	"dysbiosis"	"dysbiosis"	"dysbiosis"	0.861660949296958	0.00444581579379619	0.113432490324792	5.66614624109008e-08	2.65951548793507e-07	5.66614624109008e-08	1.76055258205299e-07	NA	"abundance"	1595	415
"Parabacteroides.goldsteinii"	"diagnosis"	"CD"	"diagnosisCD"	-3.58404771585438	-0.136918598118671	0.604578586555805	9.24574945493362e-08	4.22546970703545e-07	9.24574945493362e-08	2.83898895027962e-07	NA	"abundance"	1595	187
"Barnesiella.intestinihominis"	"diagnosis"	"CD"	"diagnosisCD"	-0.714879444004167	0	0.135224759448668	1.24609547385512e-07	5.54885249468819e-07	2.49219079243485e-07	7.14793183324721e-07	NA	"prevalence"	1595	484
"Alistipes.finegoldii"	"diagnosis"	"CD"	"diagnosisCD"	-0.721305951419873	0	0.137347984490938	1.50728344786625e-07	6.65503962998573e-07	3.01456666854216e-07	8.55219457053808e-07	NA	"prevalence"	1595	788
"Veillonella.dispar"	"dysbiosis"	"dysbiosis"	"dysbiosis"	0.790399129985442	0.00444581579379619	0.10461303967527	2.0256120680795e-07	8.86843602915477e-07	2.0256120680795e-07	5.87427499743054e-07	NA	"abundance"	1595	495
"Bacteroides.xylanisolvens"	"diagnosis"	"CD"	"diagnosisCD"	0.731463060863747	0	0.141926040460019	2.55215724329132e-07	1.10806160312898e-06	5.10431383523198e-07	1.41726160744207e-06	NA	"prevalence"	1595	1072
"Oscillibacter.unclassified"	"diagnosis"	"UC"	"diagnosisUC"	1.31968585437845	0.313509098132665	0.153017625374627	3.2440016539681e-07	1.38534824730933e-06	6.48800225558152e-07	1.74574081309977e-06	NA	"abundance"	1595	1296
"Coprobacter.fastidiosus"	"diagnosis"	"UC"	"diagnosisUC"	-1.34095366851856	0	0.262457771676951	3.23496903688712e-07	1.38534824730933e-06	6.46993702727177e-07	1.74574081309977e-06	NA	"prevalence"	1595	177
"Escherichia.unclassified"	"dysbiosis"	"dysbiosis"	"dysbiosis"	0.729758007306563	0.00444581579379619	0.0934152273557216	3.5142441934255e-07	1.48855384128023e-06	7.02848715185977e-07	1.87187259860755e-06	NA	"abundance"	1595	637
"Bifidobacterium.adolescentis"	"diagnosis"	"UC"	"diagnosisUC"	1.953393028652	0.313509098132665	0.297231062436249	4.31561396618818e-07	1.79874790110723e-06	8.63122606992397e-07	2.25275000425016e-06	NA	"abundance"	1595	555
"Bacteroides.eggerthii"	"diagnosis"	"CD"	"diagnosisCD"	-3.25231582529775	-0.136918598118671	0.588840846018798	4.53699093405646e-07	1.86123801310505e-06	4.53699093405646e-07	1.27328455246101e-06	NA	"abundance"	1595	309
"Ruminococcus.callidus"	"diagnosis"	"CD"	"diagnosisCD"	-0.754654911602906	0	0.149585842224944	4.53611163925973e-07	1.86123801310505e-06	9.07222122088858e-07	2.34440568183358e-06	NA	"prevalence"	1595	323
"Clostridium.nexile"	"dysbiosis"	"dysbiosis"	"dysbiosis"	1.03894380463227	0.00444581579379619	0.171656491922523	5.4029731011429e-07	2.18213099666314e-06	5.4029731011429e-07	1.48439576778768e-06	NA	"abundance"	1595	273
"Bacteroides.uniformis"	"diagnosis"	"CD"	"diagnosisCD"	1.06792580971468	-0.136918598118671	0.201483160327856	8.29470148122624e-07	3.32426113209144e-06	8.29470148122624e-07	2.18678493595965e-06	NA	"abundance"	1595	1391
"Roseburia.intestinalis"	"diagnosis"	"CD"	"diagnosisCD"	-0.633809770441347	0	0.132458309572349	1.71008163031053e-06	6.74964037418019e-06	3.42016033624187e-06	8.42133818640688e-06	NA	"prevalence"	1595	1001
"Alistipes.putredinis"	"diagnosis"	"CD"	"diagnosisCD"	-0.746937765081852	0	0.157339418445157	2.06147842776294e-06	8.07541549522176e-06	4.12295260583258e-06	1.0056921776844e-05	NA	"prevalence"	1595	940
"Bacteroides.finegoldii"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-1.51845038577778	0.00444581579379619	0.299501364569444	2.32695113266956e-06	9.04732492627494e-06	2.32695113266956e-06	5.95425731006624e-06	NA	"abundance"	1595	400
"Paraprevotella.unclassified"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-1.24632169729362	0.00444581579379619	0.236170298604762	2.38089807380604e-06	9.18850293668848e-06	2.38089807380604e-06	6.03314948799394e-06	NA	"abundance"	1595	243
"Bacteroides.fragilis"	"dysbiosis"	"dysbiosis"	"dysbiosis"	0.816404398139977	0.00444581579379619	0.135696712979016	2.62343514878527e-06	1.00500714155671e-05	5.24686341515855e-06	1.26799199199665e-05	NA	"abundance"	1595	891
"Bacteroides.stercoris"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.945563551522517	0.00444581579379619	0.172632375064542	2.91821849618401e-06	1.10977506314735e-05	2.91821849618401e-06	7.32360603369257e-06	NA	"abundance"	1595	1063
"Prevotella.copri"	"diagnosis"	"CD"	"diagnosisCD"	-3.22462858393821	-0.136918598118671	0.638896725230987	3.11899862692755e-06	1.17753498886178e-05	3.11899862692755e-06	7.75293944407705e-06	NA	"abundance"	1595	439
"Bacteroides.xylanisolvens"	"diagnosis"	"UC"	"diagnosisUC"	0.722573048443473	0	0.155039546133481	3.15331029063841e-06	1.1819242168508e-05	6.30661063791104e-06	1.51011502430714e-05	NA	"prevalence"	1595	1072
"Coprococcus.comes"	"diagnosis"	"UC"	"diagnosisUC"	1.36615719534528	0.313509098132665	0.188409855737989	3.358094879502e-06	1.24969102301467e-05	6.71617848220279e-06	1.59356598532266e-05	NA	"abundance"	1595	848
"Alistipes.onderdonkii"	"diagnosis"	"UC"	"diagnosisUC"	-0.930576663228522	0.313509098132665	0.240301510545822	4.33827059087566e-06	1.60300636726682e-05	2.38776804292968e-14	1.13310447128118e-13	NA	"abundance"	1595	896
"Ruminococcus.callidus"	"diagnosis"	"UC"	"diagnosisUC"	-0.766554435600412	0	0.167788114662894	4.91025534214425e-06	1.80088392211136e-05	9.82048657368098e-06	2.28852410333101e-05	NA	"prevalence"	1595	323
"Acidaminococcus.unclassified"	"dysbiosis"	"dysbiosis"	"dysbiosis"	-0.382477117778133	0	0.084936526052864	6.69714036154409e-06	2.40635181266515e-05	1.33942358713992e-05	3.0665750547677e-05	NA	"prevalence"	1595	194
"Clostridium.citroniae"	"dysbiosis"	"dysbiosis"	"dysbiosis"	0.717037163376935	0.00444581579379619	0.116851757190807	7.60906858376931e-06	2.71529091242727e-05	1.52180792696139e-05	3.42406783566313e-05	NA	"abundance"	1595	462
