taxID,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode10,barcode12,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24
1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1295,2,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0
1296,167,1,1,3,2,0,0,0,0,0,1,107,203,1012,604,1
1304,0,0,2,1,0,0,1,1,0,0,0,0,105,28,116,47
1305,0,0,0,0,0,0,0,0,0,0,0,1,5,7,0,0
1307,1,2,0,2,1,1,1,0,0,0,0,490,1080,1329,639,0
1308,1,4,4,4,3,2,2,3,0,0,4,0,25,2692,12562,4598
1309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1318,0,0,0,0,0,0,0,0,0,0,0,6,17,14,6,0
1328,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0
1335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,1,0,0,1,2,0,1,0,0,0,0,1,2495,0,1,0
1351,0,2,1,0,2,0,1,0,0,0,0,0,0,1,0,0
1352,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0
1354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1374,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1377,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1379,3,1,15915,4,4,0,3,2,0,0,0,2,2,2,2,2
1392,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1398,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0
1399,1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0
1402,0,0,1,2,1,1,5,0,0,0,0,2,3,0,0,0
1404,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0
1405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0
1423,39,32,30,21,29,13,27,0,0,0,1,7,41,7,5,19
1426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1428,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1455,25,60,96,34,133,114,40,0,0,0,0,4,6,15,16,33
1462,1,2,3,1,1,2,1,0,0,0,0,1,0,1,0,0
1467,0,2,0,1,1,1,2,0,0,0,0,1,1,1,0,0
1471,1,4,3,3,11,1,7,0,0,0,0,3,4,3,1,0
1474,6,19,18,38,62,11,23,0,0,0,0,1,8,6,6,7
1476,2,1,4,0,3,1,6,0,0,0,0,1,1,2,1,0
1479,215,455,732,673,1651,444,689,0,0,0,0,142,93,276,250,175
1492,1343,1,1,129,2,323,0,0,0,0,0,0,0,91,0,0
1497,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1502,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1504,1129,1,0,29,0,99,0,1,0,0,0,0,0,26,0,0
1505,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1520,119,0,0,10,0,35,0,0,0,0,0,0,0,7,0,0
1525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1529,2070,1,0,218,1,766,1,1,0,0,0,2,0,210,1,2
1561,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0
1571,0,0,0,1,2,0,1,0,0,0,0,1,2,0,0,0
1579,3,1,2,2,0,0,1,0,0,0,0,0,3,0,1,0
1600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1639,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1747,35851,60139,25062,142,881,831,3716,98,0,0,61,61110,103347,43959,24051,49214
1750,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1828,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0
1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2751,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9606,1,1,1,0,0,1,1,1,0,0,0,0,2,0,0,1
10090,5362,3,14,4,8,0,5,0,0,0,0,4,4,12,6,5
13160,0,0,0,0,0,0,0,0,0,0,0,0,11,0,84,0
13373,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
28035,1,3,4,0,1,0,0,0,0,0,0,3,12,8,14,6
28090,0,1,0,0,0,0,1,2,0,0,0,9,271,0,0,0
28095,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0
28097,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28132,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
28450,0,0,0,0,0,0,0,1,0,0,0,17,2,7,1,1
29378,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0
29379,13,20,14,14,18,2,11,15,0,0,8,10042,23706,7,9963,10
29380,70,222,49,0,0,0,0,0,0,0,0,6,130,11,12,12
29382,1,2,2,0,0,0,0,0,0,0,0,1,1,2,0,0
29384,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
29385,0,1,0,0,0,0,0,0,0,0,0,0,2,1,4,0
29388,46,132,70,7,9,2,6,5,0,0,4,2278,15293,11,1342,2549
29391,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
29394,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
29430,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
29447,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29448,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
29459,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29461,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
29533,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
29581,0,0,0,0,0,0,0,0,0,0,0,0,42,0,36,0
31998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32002,6370,1278,8506,1,2,2,1986,1,0,0,0,1778,0,0,0,2
32009,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0
33010,0,1,0,0,0,2,0,0,0,0,0,470,0,0,1,0
33011,3,6,1,3,3,1,2,1,0,0,0,4481,3562,4,0,2
33028,57,91,40,0,0,0,0,1,0,0,0,1,40,4,4,8
33033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
33040,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0
33050,0,5,0,0,2,0,4,0,0,0,0,2,7,0,0,0
33932,3,16,8,16,14,1,14,0,0,0,0,2,7,2,3,1
33934,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
33936,0,6,2,3,9,1,1,0,0,0,0,0,1,0,1,0
33940,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
33987,39,97,112,76,137,57,85,0,0,0,1,21,43,24,25,21
34004,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0
34007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34073,3106,181,7,4,161,1,121,3,0,0,1,2709,927,3069,1478,888
35814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35841,188860,362237,468508,325355,614973,215934,306966,359,1,1,189,58119,48987,131288,121585,89756
36845,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38284,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1
38289,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38303,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
38875,1,3,4,1,1,0,3,0,0,0,0,0,1,1,0,0
39950,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40214,0,2,0,0,3,0,0,0,0,0,1,2,1114,0,0,0
40324,6583,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0
41276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
41899,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,0
41977,5,2,5,0,4,4,1,1,0,0,0,0,0,0,2,0
42443,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0
42858,9975,37,28,32,56,11,22,22,0,0,16,5332,9239,72288,67682,15
43767,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
43768,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
43771,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
45972,1,3,3,0,0,0,0,0,0,0,0,0,2,2,2,5
46125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46126,0,0,1,1,0,0,0,0,0,0,0,2,3,0,2,0
46127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46867,133,2,0,65,2,212,3,2,0,0,1,2,0,54,0,0
47770,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48296,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51173,43,80,91,83,167,32,96,0,0,0,0,2808,1171,41,26,36
51665,2,1,140,1,0,0,0,0,0,0,0,0,0,0,0,0
53344,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
53374,0,17,0,0,0,0,0,0,0,0,0,0,10,0,0,0
55395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55508,0,0,0,0,0,0,0,0,0,0,0,0,1,0,174,0
56448,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
57975,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
59779,0,3,0,0,1,0,0,2,0,0,1,0,1483,2,1,0
60550,0,0,0,0,0,0,0,0,0,0,0,52,3,16,11,3
60552,0,0,0,0,0,0,0,0,0,0,0,6,4,2,4,1
61015,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
64187,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
66692,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
69395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69665,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
69666,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0
69823,0,2,0,0,0,0,0,0,0,0,0,1,5,1,0,0
69929,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
69966,1,15,13,5,27,11,10,0,0,0,0,3,5,2,5,5
69967,5,10,14,7,16,14,9,0,0,0,0,3,6,4,1,4
69968,0,2,1,1,4,4,3,0,0,0,0,0,3,3,2,1
70255,1,29,0,0,0,0,0,0,0,0,0,0,0,2,0,0
71237,7,0,0,0,0,0,0,0,0,0,0,3,19,182,302,0
72758,19,43,17,2,1,0,0,2,0,0,0,50,636,5,1816,69
74329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
74426,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75659,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76731,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76802,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78535,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
79880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80866,6473,5788,21747,5237,15188,28855,13768,27,0,0,15,6103,2109,644,3875,989
80878,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81479,4,0,0,0,0,0,0,0,0,0,1,2,4,4,3,1
82633,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83224,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
83617,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
83684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84135,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
85698,984,4320,6702,2,2,3,6882,1,0,0,0,1118,0,1,0,3
86029,2,5,2,4,2,0,1,0,0,0,0,0,1,0,0,0
86040,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
86188,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86665,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
87541,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
87883,0,0,0,0,0,0,0,0,0,0,0,37,3,13,29,6
88688,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0
89053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89093,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92826,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
93064,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0
94138,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
94624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94625,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
94869,13,0,0,1,0,9,0,0,0,0,0,0,0,2,0,0
95485,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0
95486,0,0,0,0,0,0,1,0,0,0,0,316,23,103,102,39
96241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98228,767,1470,2037,1561,2733,1007,1278,2,0,0,0,332,231,511,490,481
98671,0,0,0,1,0,0,0,0,0,0,0,0,293,0,0,0
99807,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101571,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
102684,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
103816,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
103855,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
105219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108015,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
108486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113107,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
114615,0,1,0,4,2,0,0,0,0,0,0,11,38,5,17,16
115808,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
118060,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119206,0,0,1,1,5,4,3,0,0,0,0,1,0,1,0,1
119219,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120576,62,0,0,0,0,0,0,0,0,0,0,0,11,17,26,25
128780,3,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129338,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
129394,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
131318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
134875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135461,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
135740,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
137732,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140098,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
143495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
144183,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144184,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145391,3,6,9,4,4,1,2,1,0,0,0,2,2264,229,1127,453
147375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147645,4,5,3,8,4,0,1,1,0,0,1,0,5168,1,2,2
150055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151783,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
152480,0,0,0,0,0,0,0,0,0,0,0,82,4,18,24,12
152500,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2
153151,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
155085,1,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0
156976,0,1,0,1,0,0,0,0,0,0,0,0,54,0,0,0
156978,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161896,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161899,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
164759,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
169134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169292,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
169679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170573,0,1,1,0,0,0,0,0,0,0,0,0,4,0,3,0
172042,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174587,1,2,2,1,3,2,1,0,0,0,0,1,1,1,0,0
176279,22,7492,266,1,0,0,0,1,0,0,0,0,11,820,0,10
176280,63,21259,10062,3,3,2,1,1,0,0,0,5,1604,1466,5,11
178214,2,1,1,0,1,0,2,0,0,0,1,1,0,1,2735,0
179636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179879,0,0,0,0,0,0,0,0,0,0,0,18,1,4,6,1
180282,48,39,174,41,123,211,99,0,0,0,0,42,34,21,27,7
180400,0,120,0,0,56,0,44,0,0,0,0,21,39,0,0,0
182773,13847,9,4,1987,9,8084,4,8,0,0,4,1,4,1512,0,4
184246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
184748,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
187491,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
189381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
190148,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
190650,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
190721,4,4,4,4,7,1,3,2,0,0,2,6229,2749,4553,4571,645
192389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192421,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
192843,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
195709,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
198467,1,0,0,0,0,0,1,0,0,0,0,0,0,0,78,0
198483,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1
199683,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
202751,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
202951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
207745,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
208199,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
208596,37,56,42,33,55,19,19,0,0,0,0,13,23,6,6,21
214473,0,1,1,0,0,0,0,0,0,0,0,0,4,5,1,0
214856,711,0,0,0,0,0,0,0,0,0,0,0,0,136,44,0
216591,0,0,1,0,0,0,0,0,0,0,0,28,3,16,7,4
216778,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
217139,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
217203,22,128,346,0,0,0,206,0,0,0,0,31,1,0,0,0
217204,1347,1381,4494,3,0,1,2454,1,0,0,0,450,1,1,1,1
220684,3,20,17,18,17,4,28,1,0,0,0,3,4,7,330,1
220687,0,1,0,0,0,2,0,1,0,0,0,1,1,1,2210,0
223188,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
223919,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
225991,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
225992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
228899,486,1469,1636,1050,2719,1258,1157,3,0,0,3,419,174,554,532,299
233316,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
246432,0,2,0,1,2,0,0,0,0,0,0,1,995,1007,0,0
247480,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
252970,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
254758,0,1,0,0,0,0,0,0,0,0,0,0,2,1,12,1
255247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
260554,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
262324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264199,0,0,0,0,0,0,0,0,0,0,0,0,0,26,211,61
265293,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
266264,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
267128,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
267747,6775,12401,4723,24,76,144,709,25,0,0,11,12084,19453,8525,4875,9053
271865,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
272558,3,5,5,4,13,1,3,0,0,0,0,1,3,0,1,2
272621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272942,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
273036,1,4,3,0,0,0,0,0,0,0,0,0,3,0,1,2
273528,4,12,10,8,20,3,7,0,0,0,0,1,3,3,1,3
279010,0,0,1,1,2,0,1,0,0,0,0,2,5,0,0,1
279808,12,5,12,0,0,0,0,0,0,0,0,2,6,1,4,8
279826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
280333,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
282217,114,6,1,1,3,0,5,0,0,0,0,108,120,120,60,47
283734,1,1,2,0,0,0,0,0,0,0,0,3,24,0,3,2
283878,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
285983,0,2,3,0,2,1,3,0,0,0,0,0,1,3,0,3
290402,21,0,0,8,0,8,0,0,0,0,0,0,0,2,0,0
292913,0,4,0,0,1,0,3,0,0,0,0,3,15,0,0,0
293050,0,0,0,0,0,0,0,0,0,0,0,0,27,0,64,0
294699,79,155,242,150,331,102,159,0,0,0,0,24,22,62,94,48
298708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0
299768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307486,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307643,0,0,0,2,1,0,0,0,0,0,0,1,1,0,1,0
308354,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0
310581,0,15,0,0,11,0,4,0,0,0,0,2,11,0,0,0
311230,0,0,1,0,0,0,0,0,0,0,0,1,5,1,0,0
315405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
315749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
317655,0,54,0,0,38,0,24,0,0,0,0,11,14,0,0,0
318586,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
319017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
319501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
322159,0,0,0,0,0,0,0,0,0,0,0,0,0,14,81,26
323097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
324602,1,3,3,0,4,1,2,0,0,0,0,0,0,1,2,0
328813,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331272,0,0,0,0,0,0,0,0,0,0,0,52,5,29,23,11
331978,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
334413,0,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
335476,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
338963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339670,0,0,0,0,0,0,0,0,0,0,0,12,0,2,3,2
340146,2,2,4,2,3,1,1,0,0,0,0,0,0,1,1,0
340268,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0
342113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
342451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
345219,0,3,1,1,2,1,1,0,0,0,0,0,3,0,0,0
350701,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
356302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357276,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0
358220,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2
360911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
