taxID,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode10,barcode12,barcode13,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24
865,3,0,10,6,6,0,6,0,0,0,0,0,0,0,1,1,1
926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1076,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1079,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1188,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
1238,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1246,1,4,1,0,1,1,0,0,0,0,0,0,1,1,2,1,0
1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
1270,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
1280,184,751,551,49,88,26,39,0,0,0,0,1,87,643,248,297,187
1281,0,2,1,0,0,0,0,0,0,0,0,0,1,9,10,6,0
1282,19899,32256,44185,17,31,11,12,9,0,0,0,7,2316,5142,1422,672,3841
1283,88,155,229,1,8,2,4,0,0,0,0,1,17,76,52,87,57
1284,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
1286,0,0,1,0,0,0,0,0,0,0,0,0,2,2,5,5,1
1288,0,3,0,0,1,1,5,0,0,0,0,0,0,4,2,1,0
1290,8,32,20,3,13,0,1,7,0,0,0,2,6,1137,4020,3114,7398
1292,15,12,13,0,0,0,0,0,0,0,0,0,12,37,57,69,8
1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
1294,0,1,1,1,0,0,1,0,0,0,0,0,0,3,1,1,0
1295,6,10,11,6,12,5,9,0,0,0,0,0,2,8,6,3,2
1296,183,4,4,3,3,1,1,0,0,0,0,1,120,214,1107,665,0
1302,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0
1303,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0
1304,0,1,4,1,3,0,1,2,0,0,0,0,1,114,66,207,77
1305,0,0,0,0,0,0,0,0,0,0,0,0,3,15,13,6,1
1307,1,2,1,1,1,0,2,0,0,0,0,0,512,1119,1380,696,5
1308,7,12,7,11,13,2,8,2,0,0,0,5,5,34,2797,13069,4752
1309,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1311,3,4,7,6,9,2,5,0,0,0,0,0,3,2,5,14,4
1313,0,4,5,4,9,1,5,0,0,0,0,0,1,5,11,8,7
1314,1,10,7,4,12,4,6,0,0,0,0,0,1,5,12,19,7
1318,0,0,0,0,0,0,0,0,0,0,0,0,7,18,16,6,0
1326,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
1328,0,0,0,0,0,0,0,0,0,0,0,0,7,12,6,8,1
1329,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
1334,1,1,1,2,1,1,1,0,0,0,0,0,0,1,2,1,0
1335,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0
1338,0,2,1,0,2,0,2,0,0,0,0,0,6,7,8,4,3
1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
1343,1,0,0,1,1,0,1,0,0,0,0,0,1,2501,0,1,2
1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
1346,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1
1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1351,16,25,20,14,32,12,17,0,0,0,0,0,3,4,17,12,7
1352,67,126,140,105,171,58,105,0,0,0,0,0,24,19,56,37,28
1353,3,2,5,2,4,0,2,0,0,0,0,0,1,0,0,4,0
1354,12,16,14,8,13,6,9,0,0,0,0,0,2,0,4,5,2
1358,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1374,0,2,5,1,5,1,0,0,0,0,0,0,1,0,0,2,0
1376,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1377,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1379,2,2,16106,3,6,1,2,2,0,0,0,0,3,0,2,3,1
1390,13,27,32,22,51,21,27,0,0,0,0,1,3,1,9,8,5
1392,76,104,145,88,166,65,118,1,0,0,0,0,20,15,48,43,25
1393,0,1,1,2,2,0,2,0,0,0,0,0,0,1,0,0,0
1396,74,76,123,77,185,72,101,0,0,0,0,0,10,21,23,28,23
1397,2,1,2,1,1,1,1,0,0,0,0,0,1,1,0,0,0
1398,8,16,21,11,25,14,12,0,0,0,0,0,2,2,7,7,1
1399,3,10,17,7,27,9,16,0,0,0,0,0,1,0,4,3,4
1401,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1402,12,25,27,23,42,8,27,0,0,0,0,0,42,4,5,7,5
1404,30,78,104,56,130,42,71,0,0,0,0,0,15,14,24,37,23
1405,9,28,25,40,58,16,31,0,0,0,0,0,4,3,15,11,3
1406,10,26,22,28,21,9,22,0,0,0,0,0,4,4,8,6,7
1407,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1
1408,5,8,13,11,20,4,7,0,0,0,0,0,1,2,8,4,2
1421,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1423,153,241,310,184,434,141,216,1,0,0,0,1,36,74,68,82,69
1426,4,5,4,5,9,7,8,0,0,0,0,0,2,1,4,1,2
1428,71,151,208,111,274,88,145,0,0,0,0,2,24,21,53,53,55
1430,0,1,1,3,2,0,0,0,0,0,0,0,0,0,2,0,0
1442,0,0,0,1,3,1,1,0,0,0,0,0,0,0,1,2,0
1444,4,4,8,0,7,4,8,0,0,0,0,0,1,0,0,0,0
1450,0,0,4,3,0,0,0,0,0,0,0,0,1,3,0,1,0
1451,2,5,2,5,5,0,5,0,0,0,0,0,0,1,3,2,2
1452,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1455,52,104,173,74,210,161,79,0,0,0,0,0,9,16,30,36,49
1457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,3,4,6,1,6,6,2,0,0,0,0,0,1,1,1,0,0
1465,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1467,55,91,106,83,168,62,80,0,0,0,0,0,17,35,39,26,39
1471,8,18,19,13,39,11,21,0,0,0,0,0,5,5,7,7,6
1472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,2,1,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0
1474,27,102,96,172,288,46,86,0,0,0,0,0,13,16,37,28,21
1476,0,1,0,1,6,0,2,0,0,0,0,0,0,0,0,0,0
1477,4,1,12,6,6,2,5,0,0,0,0,0,1,1,5,1,0
1479,428,949,1379,1270,2845,854,1276,2,0,0,0,0,285,163,478,444,333
1482,2,2,4,2,1,2,4,0,0,0,0,0,0,1,1,2,2
1491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,1434,1,1,139,3,372,0,0,0,0,0,1,0,0,107,2,0
1496,4,7,12,9,15,6,9,0,0,0,0,1,0,2,4,5,1
1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,6,6,7,2,7,2,4,0,0,0,0,0,0,1,4,16,0
1504,1274,12,15,51,24,162,8,1,0,0,0,0,2,0,47,3,2
1505,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1510,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1519,111,0,0,15,0,44,0,0,0,0,0,0,0,0,13,0,0
1520,183,0,1,23,1,72,1,0,0,0,0,0,0,0,19,1,0
1525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
1529,2900,4,0,308,2,1058,1,1,0,0,0,0,1,1,289,1,2
1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1561,7,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1571,0,1,1,4,6,1,2,0,0,0,0,0,1,2,0,0,0
1579,5,10,6,5,12,2,1,0,0,0,0,0,0,2,0,1,3
1580,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0
1581,5,10,15,4,24,5,5,0,0,0,0,0,0,3,5,4,3
1582,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1583,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,4,1
1585,0,0,0,1,0,0,0,0,0,0,0,0,56,0,0,0,0
1589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1590,5,5,9,4,9,1,2,0,0,0,0,0,1,0,2,2,3
1596,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1597,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1598,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1599,0,0,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2
1600,1,0,1,1,2,1,2,0,0,0,0,0,0,1,1,0,0
1601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1614,0,7,3,3,1,2,1,0,0,0,0,0,0,0,1,0,1
1622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,7,8,9,8,13,6,41,0,0,0,0,0,1,0,2,1,0
1624,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1638,2,2,8,6,12,4,2,0,0,0,0,0,2,2,3,1,2
1639,11,16,28,21,59,12,35,0,0,0,0,0,12,5,12,4,11
1640,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1641,5,17,6,13,3,3,13,0,0,0,0,0,1,1,4,0,2
1642,11,19,19,15,29,11,22,0,0,0,0,0,2,4,6,12,5
1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1648,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
1650,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1661,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1682,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1719,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1747,35960,60223,25103,116,915,843,3696,92,0,0,0,53,61292,103823,44120,24088,49327
1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1749,1,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,1
1750,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1752,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1773,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1795,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1828,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0
1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93
1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1890,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2026,0,2,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0
2054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2061,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2748,11,10,16,3,20,9,6,0,0,0,0,0,7,2,8,6,5
2751,3,3,10,5,5,4,2,0,0,0,0,0,0,5,0,1,0
2756,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0
9606,0,0,2,0,0,1,1,1,0,0,0,0,0,1,0,0,1
10090,5287,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2
13076,14,27,41,31,36,11,12,0,0,0,0,0,3,3,4,9,1
13160,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,97,0
13373,1,3,0,0,3,0,1,0,0,0,0,0,12,0,2,2,1
13689,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
28031,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28035,6,8,8,0,1,0,0,0,0,0,0,0,7,30,15,24,12
28037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28038,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28090,0,0,0,0,0,0,1,2,0,0,0,0,9,272,0,0,0
28094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
28095,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,5,0
28097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28108,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
28129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
28450,1,0,0,0,0,0,0,1,0,0,0,0,39,4,14,9,3
28901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28903,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29324,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29338,0,4,2,1,2,1,1,0,0,0,0,0,0,2,3,0,0
29341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29378,2,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0
29379,12,27,22,14,21,1,11,14,0,0,0,9,10083,23840,9,9972,7
29380,89,257,83,0,0,0,0,0,0,0,0,0,7,143,15,22,18
29382,2,5,4,0,0,0,0,0,0,0,0,0,1,2,2,2,0
29384,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
29385,2,2,1,0,2,0,0,0,0,0,0,0,3,10,12,20,1
29388,64,155,87,7,5,1,7,5,0,0,0,4,2274,15301,17,1368,2559
29389,0,0,0,0,1,0,0,0,0,0,0,0,1,2,6,2,0
29391,0,0,47,0,1,1,1,1,0,0,0,0,1,0,0,0,0
29394,0,1,0,0,0,0,1,0,0,0,0,0,0,15,0,1,0
29397,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29430,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
29447,6,5,4,2,10,1,3,4,0,0,0,3,398,1024,4558,1148,5403
29448,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
29459,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
29461,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8
29519,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
29533,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
29539,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0
29542,7,8,9,6,16,4,4,0,0,0,0,0,4,2,4,6,1
29562,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,2,0
29581,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,42,0
31964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32002,6409,1303,8605,1,2,0,2023,0,0,0,0,0,1798,0,0,1,2
32009,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,0
33010,1,3,0,0,1,5,0,0,0,0,0,0,485,4,3,1,0
33011,5,10,3,5,4,13,1,3,0,0,0,1,4559,3634,8,2,9
33028,62,104,46,0,0,0,0,1,0,0,0,0,2,45,4,6,8
33033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250,0
33037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
33040,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,1,0
33043,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1
33046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33050,0,4,0,0,2,0,4,0,0,0,0,0,2,7,0,0,0
33051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33932,21,62,38,65,69,22,80,0,0,0,0,0,10,13,18,16,9
33934,3,6,3,5,8,2,5,0,0,0,0,0,0,1,0,10,2
33936,6,27,27,20,60,11,15,0,0,0,0,0,1,2,6,11,7
33938,1,4,4,2,6,1,2,0,0,0,0,0,1,0,0,0,0
33940,6,16,16,15,18,8,15,0,0,0,0,0,6,0,0,6,1
33941,4,3,4,6,5,2,2,0,0,0,0,0,0,1,2,1,1
33945,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
33959,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0
33970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33987,363,820,1068,789,1409,504,694,1,0,0,0,1,149,152,363,300,231
34004,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,0,0
34007,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
34021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34073,3767,218,3,6,186,0,151,3,0,0,0,2,3215,1088,3702,1785,1115
34085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35621,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0
35787,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0
35814,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35841,192082,368192,475810,330827,625042,219190,312341,364,1,1,0,183,59061,49927,133491,123502,91346
36822,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36835,0,3,1,1,1,0,0,0,0,0,0,0,1,1,1,3,0
36839,1,0,1,0,3,1,0,0,0,0,0,0,1,0,1,0,0
36845,11,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
37332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37448,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37928,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
38284,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
38289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38303,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
38875,9,21,21,20,28,13,17,0,0,0,0,0,3,7,12,4,4
39486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39488,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0
39491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
39496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39950,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
40137,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,5
40214,0,2,0,0,1,0,0,0,0,0,0,1,2,1117,0,1,0
40324,6715,23,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
40477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40480,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
41899,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,0
41977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
42443,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0
42858,9991,31,17,27,43,2,16,20,0,0,0,15,5339,9291,72624,67815,10
43767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
43768,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43770,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
