taxID,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode10,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24
1305,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1307,0,0,0,0,0,0,1,0,0,0,14,38,37,23,0
1308,1,3,3,3,3,0,2,3,0,4,0,21,2588,12046,4448
1309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1314,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1343,0,0,0,1,1,0,1,0,0,0,1,2448,0,1,0
1351,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1377,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1379,2,1,15447,2,3,0,0,2,0,0,1,1,2,2,1
1392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1402,0,0,1,1,1,1,5,0,0,0,0,3,0,0,0
1404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1406,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1423,28,24,22,17,24,8,21,0,0,1,4,35,5,4,14
1462,1,2,3,1,1,2,1,0,0,0,1,0,1,0,0
1474,3,7,3,10,11,6,8,0,0,0,0,5,0,0,3
1476,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1479,4,6,3,5,12,1,3,0,0,0,1,2,4,3,0
1497,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1504,56,1,0,4,0,8,0,1,0,0,0,0,5,0,0
1505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1571,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
1579,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1747,35209,59245,24715,116,776,745,3641,89,0,55,60235,101718,43383,23688,48547
1828,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0
1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9606,1,0,1,0,0,1,1,1,0,0,0,2,0,0,1
10090,5127,0,0,0,0,0,0,0,0,0,2,2,8,3,3
13160,0,0,0,0,0,0,0,0,0,0,0,3,0,72,0
13373,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
28035,1,2,2,0,1,0,0,0,0,0,2,9,3,7,5
28090,0,0,0,0,0,0,1,2,0,0,9,264,0,0,0
28095,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
28097,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28132,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
28450,0,0,0,0,0,0,0,0,0,0,14,1,6,1,0
29378,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
29379,11,20,11,9,17,0,10,14,0,7,9800,23120,4,9700,6
29380,56,200,34,0,0,0,0,0,0,0,6,106,10,10,9
29382,1,2,1,0,0,0,0,0,0,0,0,1,2,0,0
29384,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29388,36,117,60,7,6,1,6,5,0,4,2236,15030,10,1303,2517
29391,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
29394,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
29430,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
29447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29448,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
29459,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29461,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29533,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
29581,0,0,0,0,0,0,0,0,0,0,0,42,0,30,0
31998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32002,6220,1199,8229,1,0,0,1864,0,0,0,1720,0,0,0,2
32009,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0
33010,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0
33011,1,4,1,2,3,1,1,1,0,0,4365,3461,2,0,1
33028,52,87,38,0,0,0,0,1,0,0,1,38,4,3,7
33050,0,5,0,0,1,0,3,0,0,0,2,7,0,0,0
33936,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
33940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33987,4,19,22,15,24,9,11,0,0,0,3,7,3,2,11
34004,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
34007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34073,2523,151,3,2,130,0,101,1,0,0,2165,706,2472,1188,745
35841,200,492,575,468,730,273,367,7,0,4,98,210,144,148,89
37332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38284,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1
38289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38290,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38303,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
38875,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
39950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40214,0,2,0,0,1,0,0,0,0,1,2,1087,0,0,0
40324,6324,12,0,0,1,0,0,1,0,0,0,0,0,0,0
41276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
41899,0,0,0,0,0,0,0,0,0,0,3,1,1,4,0
42443,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0
42858,9748,31,17,27,41,3,15,18,0,14,5188,9011,70543,66019,11
43767,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
43768,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
43771,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
45972,1,3,3,0,0,0,0,0,0,0,0,2,0,1,4
46126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46867,24,0,0,8,0,48,1,1,0,1,1,0,10,0,0
47770,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51173,3,4,4,7,10,2,2,0,0,0,2705,1126,0,1,3
51665,1,0,134,0,0,0,0,0,0,0,0,0,0,0,0
53344,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
53374,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0
55508,0,0,0,0,0,0,0,0,0,0,0,1,0,166,0
56448,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
57975,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59779,0,2,0,0,1,0,0,2,0,1,0,1443,1,0,0
60550,0,0,0,0,0,0,0,0,0,0,45,3,11,10,3
60552,0,0,0,0,0,0,0,0,0,0,4,3,2,2,1
61015,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
64187,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
66692,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
69395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69665,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
69666,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
69823,0,2,0,0,0,0,0,0,0,0,1,5,1,0,0
69929,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
69966,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
69968,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
70255,1,28,0,0,0,0,0,0,0,0,0,0,2,0,0
71237,3,0,0,0,0,0,0,0,0,0,0,17,131,247,0
72758,11,32,13,2,1,0,0,2,0,0,41,578,5,1788,56
74329,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
75659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76731,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80866,6324,5659,21171,5112,14834,28178,13416,24,0,12,5949,2070,592,3790,957
80878,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81479,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0
82633,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83224,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
83617,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0
83684,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84135,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
85698,930,4239,6473,2,0,0,6733,1,0,0,1087,0,1,0,3
86029,1,4,2,3,2,0,1,0,0,0,0,1,0,0,0
86040,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
86188,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
87541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87883,0,0,0,0,0,0,0,0,0,0,35,3,11,29,6
88688,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
89053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89093,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92826,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
93064,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
94138,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
94625,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94869,6,0,0,0,0,2,0,0,0,0,0,0,1,0,0
95485,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0
95486,0,0,0,0,0,0,1,0,0,0,272,21,86,88,35
98671,0,0,0,1,0,0,0,0,0,0,0,282,0,0,0
99807,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101571,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
103816,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
103855,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
108015,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
108486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114615,0,1,0,4,2,0,0,0,0,0,11,38,5,16,15
115808,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
119206,0,0,0,0,4,4,3,0,0,0,1,0,1,0,1
119219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120576,59,0,0,0,0,0,0,0,0,0,0,10,16,24,22
128780,0,1199,0,0,0,0,0,0,0,0,0,0,0,0,0
129338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129394,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
134875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135740,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
143495,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
144184,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
145391,1,6,5,3,3,0,2,1,0,0,1,2229,214,1107,415
147375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147645,3,4,3,8,4,0,1,1,0,1,0,5002,0,2,2
151783,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
152480,0,0,0,0,0,0,0,0,0,0,75,4,15,20,11
152500,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2
155085,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0
156976,0,0,0,1,0,0,0,0,0,0,0,51,0,0,0
169292,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
170573,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0
174587,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
176279,19,7424,254,1,0,0,0,1,0,0,0,9,814,0,9
176280,58,21038,9924,3,3,0,1,1,0,0,3,1588,1452,4,8
178214,2,1,1,0,1,0,1,0,0,1,1,0,1,2645,0
179636,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179879,0,0,0,0,0,0,0,0,0,0,16,1,4,5,1
180282,37,35,135,26,94,171,72,0,0,0,33,31,15,21,4
180400,0,104,0,0,45,0,39,0,0,0,18,35,0,0,0
182773,10453,7,1,1426,5,6254,3,6,0,4,0,3,1104,0,2
184748,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
187491,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
189381,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
190148,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
190721,3,3,3,4,6,0,2,2,0,2,6075,2663,4421,4471,625
192389,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
195709,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
198467,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
202951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
207745,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
208199,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208596,25,40,30,25,42,11,8,0,0,0,9,17,4,5,16
214473,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
214856,18,0,0,0,0,0,0,0,0,0,0,0,7,1,0
216591,0,0,1,0,0,0,0,0,0,0,18,1,12,6,4
216778,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217203,19,118,319,0,0,0,178,0,0,0,29,1,0,0,0
217204,1314,1352,4401,3,0,0,2382,0,0,0,443,1,0,1,0
223188,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
225991,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
246432,0,2,0,1,2,0,0,0,0,0,1,981,976,0,0
252970,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
254758,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
255247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
264199,0,0,0,0,0,0,0,0,0,0,0,0,25,204,60
265293,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
266264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
267747,6294,11517,4394,22,57,73,654,24,0,11,11200,18034,7876,4523,8375
271865,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1
272621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273036,1,3,2,0,0,0,0,0,0,0,0,2,0,1,1
273528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
279808,11,4,10,0,0,0,0,0,0,0,2,5,1,4,6
280333,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
282217,47,0,0,0,0,0,2,0,0,0,39,64,49,22,19
283734,0,0,1,0,0,0,0,0,0,0,1,18,0,3,0
283878,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
292913,0,2,0,0,1,0,3,0,0,0,2,14,0,0,0
293050,0,0,0,0,0,0,0,0,0,0,0,20,0,57,0
294699,0,2,1,5,5,1,1,0,0,0,0,1,0,3,0
299768,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307643,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
308354,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
310581,0,15,0,0,10,0,4,0,0,0,1,9,0,0,0
311230,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0
315405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
316067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
317655,0,38,0,0,26,0,20,0,0,0,7,11,0,0,0
322159,0,0,0,0,0,0,0,0,0,0,0,0,14,77,26
323097,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
331272,0,0,0,0,0,0,0,0,0,0,49,5,27,23,9
331978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
334413,0,2423,0,0,0,0,0,0,0,0,0,0,0,0,0
338963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
339670,0,0,0,0,0,0,0,0,0,0,9,0,2,1,1
340146,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0
350701,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
356302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
357276,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0
358220,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
365044,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
368607,0,0,0,0,1,0,0,0,0,0,0,100,0,3,0
379066,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
388919,0,1,0,0,0,0,0,0,0,0,11,51,8,5,0
395019,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
398524,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0
398577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
398578,83,81,282,53,198,456,147,3,0,1,95,736,2988,52,8
406425,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
413882,1,0,0,0,0,0,0,0,0,0,0,3,1,2,1
414778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
417367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
418223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
420953,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
424800,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
431943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
434014,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
436515,3422,240,15,23,201,3,126,15,0,7,2723,2070,3081,1508,905
439375,5338,1,1,0,1,2,3,1,0,0,2,759,763,1672,2381
441163,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1
446470,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
451515,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
451876,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
452440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
453842,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
458233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
471853,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
475937,0,0,0,0,0,0,0,0,0,0,23,44,10,16,10
482957,0,0,0,0,1,0,0,0,0,0,809,44,253,196,81
487698,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
488446,0,0,0,0,0,0,0,0,0,0,10,3,1,3,0
488447,3,7,7,9,3,0,5,6,0,1,19195,1323,6563,6549,2322
488729,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0
488730,1,0,0,0,1,0,0,0,0,0,252,26,80,86,28
488731,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
488732,0,0,0,0,1,0,0,0,0,0,4,0,0,4,0
492670,10,6,4,1,6,1,5,0,0,0,0,12,0,2,3
512402,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
520455,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
523796,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
525903,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0
526225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
526944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
528191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538949,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0
545501,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
548473,2,10,4,0,0,0,0,0,0,0,0,3,1,0,2
548476,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
553199,7,12,3,0,0,0,1,0,0,0,8,6,2,8,9
556269,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
558537,15,7,28,5,22,39,20,0,0,0,9,4,10,9,1
563996,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
564065,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
565050,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
566027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
583319,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
585529,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0
586733,0,3,0,0,0,0,0,0,0,0,1,2,0,3,3
591001,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
595537,259097,14464,117,162,10954,18,9439,107,3,83,209140,65813,244994,126585,75554
638301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
643214,1,0,0,0,0,0,0,0,0,0,1,1,20,30,0
645991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
646529,0,2,0,0,0,0,0,0,0,0,2,7,0,1,1
657642,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
663951,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0
679935,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
693750,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
697284,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
698737,0,0,0,0,0,0,0,0,0,0,5,8,0,3,0
698965,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
702113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
702967,0,0,0,0,0,0,1,0,0,0,0,110,1,0,0
712623,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
714359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
717959,491,0,0,0,0,0,0,0,0,0,0,0,885,333,0
742013,67,58,259,48,189,316,141,0,0,1,69,29,3,46,12
756892,0,0,0,0,0,6,0,0,0,0,0,3,2,0,0
758826,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762376,28,35,86,0,0,0,61,0,0,0,15,0,0,0,0
767463,0,0,0,0,0,0,1,0,0,2,0,1,65,436,151
796606,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
857252,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0
858422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
858423,0,0,0,0,0,0,0,0,0,0,10,28,4,11,7
859656,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
859657,0,1,0,0,0,0,0,0,0,0,9,6,7,5,1
868597,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
909952,660,1172,511,0,45,39,81,2,0,2,1262,2112,870,512,946
937773,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
983594,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1
985002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
985079,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1
990315,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
996558,7,17,12,21,40,10,8,0,0,0,1,4,5,6,1
997877,0,0,0,1,0,0,1,1,0,0,0,1864,0,1,0
999541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1002809,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1004952,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1006543,0,5,1,0,0,0,0,0,0,0,0,1,2,0,0
1009846,0,0,0,0,0,0,0,0,0,0,73,5,20,23,5
1029825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031711,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1033732,1834,1,0,0,2,1,0,1,0,1,0,5,3863,1618,0
1034809,0,3,0,0,0,0,0,0,0,0,0,4,5,6,14
1051074,0,2,0,0,4,0,0,0,0,0,1,1,7,6176,13
1051973,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
1055524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1072256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1091045,19502,20025,2484,42,70,3465,53,30,0,21,40477,72499,9872,6340,9697
1104322,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1114966,15076,2268,414,4,21729,27,61,7,0,4,1456,2347,3835,2741,3079
1114969,125,104,39,0,71,11,6,0,0,0,128,253,83,80,67
1121364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1122995,11122,20017,8670,27,96,3146,1235,38,0,12,20814,34770,14163,8562,15290
1134454,13,27,9,0,4,1,1,0,0,0,32,61,22,10,16
1146883,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0
1170318,0,0,0,0,0,17,0,0,0,0,5,1,0,0,0
1176492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1177574,1,3,0,0,0,0,0,0,0,0,0,0,1743,0,1
1179675,0,0,0,0,0,0,0,0,0,0,3,2,3,1,1
1185653,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1187956,0,0,2,0,1,0,2,0,0,0,0,0,2,3626,0
1190508,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0
1196031,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1215089,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0
